"Name.x","Beer_ID","ABV","IBU","Brew_ID","Style","Ounces","Name.y","City","State"
"Alphadelic IPA",1353,0.065,90,199,"American IPA",12,"Hop Valley Brewing Company","Springfield"," OR"
"Alphadelic IPA (2011)",499,0.065,90,199,"American IPA",12,"Hop Valley Brewing Company","Springfield"," OR"
"Green House India Pale Ale",1501,0.07,69,396,"American IPA",12,"Hops & Grain Brewery","Austin"," TX"
"Hopworks IPA",2199,0.066,75,81,"American IPA",16,"Hopworks Urban Brewery","Portland"," OR"
"Hopworks IPA (2012)",653,0.066,75,81,"American IPA",16,"Hopworks Urban Brewery","Portland"," OR"
"Let It Ride IPA",1903,0.068,90,278,"American IPA",12,"Indeed Brewing Company","Minneapolis"," MN"
"Infamous IPA",2038,0.07,75,243,"American IPA",12,"Infamous Brewing Company","Austin"," TX"
"I-10 IPA",558,0.068,55,528,"American IPA",12,"Intuition Ale Works","Jacksonville"," FL"
"Appreciation Ale",1784,0.07,40,317,"American IPA",16,"Iron Hill Brewery & Restaurant","Wilmington"," DE"
"Hop Ryot",2363,0.065,69,93,"American IPA",12,"Jackie O's Pub & Brewery","Athens"," OH"
"Mystic Mama IPA",689,0.07,69,93,"American IPA",12,"Jackie O's Pub & Brewery","Athens"," OH"
"Welcome to Scoville",2408,0.069,69,115,"American IPA",12,"Jailbreak Brewing Company","Laurel"," MD"
"JP's Ould Sod Irish Red IPA",1254,0.06,69,33,"American IPA",12,"James Page Brewing Company","Stevens Point"," WI"
"Sucha Much IPA",2163,0.071,69,209,"American IPA",12,"Kalona Brewing Company","Kalona"," IA"
"Hopadillo India Pale Ale",463,0.066,70,126,"American IPA",12,"Karbach Brewing Company","Houston"," TX"
"KelSo India Pale Ale",1572,0.06,64,343,"American IPA",12,"KelSo Beer Company","Brooklyn"," NY"
"Sunken Island IPA",349,0.068,69,459,"American IPA",12,"Kenai River Brewing Company","Soldotna"," AK"
"Double Haul IPA (2009)",759,0.065,65,511,"American IPA",16,"Kettle House Brewing Company","Missoula"," MT"
"Double Haul IPA (2006)",758,0.065,65,511,"American IPA",16,"Kettle House Brewing Company","Missoula"," MT"
"Double Haul IPA",86,0.065,65,511,"American IPA",16,"Kettle House Brewing Company","Missoula"," MT"
"King Street IPA",1667,0.06,70,103,"American IPA",12,"King Street Brewing Company","Anchorage"," AK"
"India Pale Ale",2460,0.063,65,88,"American IPA",16,"Kirkwood Station Brewing Company","Kirkwood"," MO"
"Elevated IPA",664,0.072,100,333,"American IPA",16,"La Cumbre Brewing Company","Albuquerque"," NM"
"I.P. Eh!",2493,0.068,69,60,"American IPA",12,"Latitude 42 Brewing Company","Portage"," MI"
"Laughing Dog IPA",1396,0.064,66,219,"American IPA",12,"Laughing Dog Brewing Company","Ponderay"," ID"
"Madra Allta",1675,0.064,95,346,"American IPA",12,"Lavery Brewing Company","Erie"," PA"
"Duluchan India Pale Ale",1249,0.056,70,346,"American IPA",12,"Lavery Brewing Company","Erie"," PA"
"Tumbleweed IPA",474,0.057,69,538,"American IPA",12,"Lewis and Clark Brewing Company","Helena"," MT"
"Irregardless IPA",1686,0.065,75,299,"American IPA",12,"Liquid Hero Brewery","York"," PA"
"Mosaic Single Hop IPA",2582,0.055,69,42,"American IPA",16,"Lost Nation Brewing","East Fairfield"," VT"
"Lost Galaxy",2581,0.045,69,42,"American IPA",16,"Lost Nation Brewing","East Fairfield"," VT"
"Face Plant IPA",1309,0.062,65,431,"American IPA",12,"Lost Rhino Brewing Company","Ashburn"," VA"
"Lumberyard IPA",355,0.061,69,159,"American IPA",12,"Lumberyard Brewing Company","Flagstaff"," AZ"
"Psychopathy",1126,0.069,70,92,"American IPA",12,"Madtree Brewing Company","Cincinnati"," OH"
"Epic IPA",75,0.065,69,535,"American IPA",12,"Mammoth Brewing Company","Mammoth Lakes"," CA"
"Manayunk IPA",1624,0.055,69,357,"American IPA",12,"Manayunk Brewing Company","Philadelphia"," PA"
"Manzanita IPA",1673,0.08,88,347,"American IPA",12,"Manzanita Brewing Company","Santee"," CA"
"Marble India Pale Ale",845,0.062,69,444,"American IPA",12,"Marble Brewery","Albuquerque"," NM"
"Toughcats IPA",1783,0.072,69,318,"American IPA",16,"Marshall Wharf Brewing Company","Belfast"," ME"
"Our Legacy IPA",1831,0.065,60,300,"American IPA",12,"Matt Brewing Company","Utica"," NY"
"Our Legacy IPA",1135,0.065,60,300,"American IPA",16,"Matt Brewing Company","Utica"," NY"
"Saranac White IPA",686,0.06,69,300,"American IPA",12,"Matt Brewing Company","Utica"," NY"
"Flyin' HI.P.Hay",435,0.068,68,376,"American IPA",12,"Maui Brewing Company","Lahaina"," HI"
"Big Swell IPA",31,0.062,65,376,"American IPA",12,"Maui Brewing Company","Lahaina"," HI"
"Tsunami IPA",2186,0.072,75,204,"American IPA",19.2,"Mehana Brewing Co.","Hilo"," HI"
"Tsunami IPA",2185,0.072,75,204,"American IPA",12,"Mehana Brewing Co.","Hilo"," HI"
"Miami Vice IPA",1506,0.071,62,394,"American IPA",12,"Miami Brewing Company","Miami"," FL"
"Pleasure Town",2093,0.063,61,224,"American IPA",12,"Midnight Sun Brewing Company","Anchorage"," AK"
"Pleasure Town IPA",1814,0.063,61,224,"American IPA",12,"Midnight Sun Brewing Company","Anchorage"," AK"
"Sockeye Red IPA",434,0.057,70,224,"American IPA",12,"Midnight Sun Brewing Company","Anchorage"," AK"
"Solis",2667,0.075,85,4,"American IPA",16,"Mike Hess Brewing Company","San Diego"," CA"
"Disco Superfly",2534,0.08,69,66,"American IPA",24,"Mikerphone Brewing","Chicago"," IL"
"Misty Mountain Hop",2533,0.075,69,66,"American IPA",24,"Mikerphone Brewing","Chicago"," IL"
"Love In An Ellavator",2529,0.075,69,66,"American IPA",24,"Mikerphone Brewing","Chicago"," IL"
"Better Half",1611,0.068,69,364,"American IPA",12,"Mikkeller","Pottstown"," PA"
"Hop Happy",1080,0.075,51,285,"American IPA",16,"Milwaukee Brewing Company","Milwaukee"," WI"
"Mission IPA",2441,0.068,66,99,"American IPA",32,"Mission Brewery","San Diego"," CA"
"Johnny's American IPA",644,0.04,69,400,"American IPA",16,"Moab Brewery","Moab"," UT"
"City of the Sun",2159,0.075,85,210,"American IPA",16,"Modern Times Beer","San Diego"," CA"
"Booming Rollers",2157,0.068,75,210,"American IPA",16,"Modern Times Beer","San Diego"," CA"
"Lil' Helper",2208,0.07,70,189,"American IPA",12,"Mother's Brewing","Springfield"," MO"
"Desert Magic IPA",625,0.072,69,508,"American IPA",12,"Mudshark Brewing Company","Lake Havasu City"," AZ"
"Nebraska India Pale Ale",1148,0.065,65,338,"American IPA",12,"Nebraska Brewing Company","Papillion"," NE"
"County Line IPA",1758,0.066,69,326,"American IPA",12,"Neshaminy Creek Brewing Company","Croydon"," PA"
"Slow Ride",2475,0.045,40,83,"American IPA",12,"New Belgium Brewing Company","Fort Collins"," CO"
"Ranger IPA",2230,0.065,70,83,"American IPA",12,"New Belgium Brewing Company","Fort Collins"," CO"
"Ranger IPA",564,0.065,70,83,"American IPA",16,"New Belgium Brewing Company","Fort Collins"," CO"
"Ranger IPA (Current)",115,0.065,70,83,"American IPA",12,"New Belgium Brewing Company","Fort Collins"," CO"
"Sea Hag IPA",885,0.062,69,411,"American IPA",12,"New England Brewing Company","Woodbridge"," CT"
"Sea Hag IPA (Current)",39,0.062,69,411,"American IPA",12,"New England Brewing Company","Woodbridge"," CT"
"Hopitoulas IPA",486,0.065,69,175,"American IPA",16,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA"
"Green Head IPA",915,0.072,69,496,"American IPA",12,"Newburyport Brewing Company","Newburyport"," MA"
"Hop Drop 'N Roll IPA",1621,0.072,80,360,"American IPA",16,"NoDa Brewing Company","Charlotte"," NC"
"Get Together",2692,0.045,50,1,"American IPA",16,"NorthGate Brewing ","Minneapolis"," MN"
"Blue Boots IPA",1854,0.069,69,294,"American IPA",16,"Northampton Brewery","Northamtpon"," MA"
"Hoppy Bitch IPA",1227,0.063,69,451,"American IPA",16,"Northwest Brewing Company","Pacific"," WA"
"Left of the Dial IPA",1917,0.043,69,272,"American IPA",12,"Notch Brewing Company","Ipswich"," MA"
"5 Day IPA",1258,0.061,66,443,"American IPA",12,"O'Fallon Brewery","O'Fallon"," MO"
"Watershed IPA",2331,0.067,70,151,"American IPA",12,"Oakshire Brewing","Eugene"," OR"
"Watershed IPA (2013)",999,0.067,70,151,"American IPA",12,"Oakshire Brewing","Eugene"," OR"
"Overbite IPA",891,0.075,69,302,"American IPA",16,"Old Forge Brewing Company","Danville"," PA"
"Pinner Throwback IPA",2302,0.049,35,167,"American IPA",12,"Oskar Blues Brewery","Longmont"," CO"
"Icey.P.A.",1752,0.07,65,167,"American IPA",16,"Oskar Blues Brewery","Longmont"," CO"
"oSKAr the G'Rauch",993,0.085,69,167,"American IPA",19.2,"Oskar Blues Brewery","Longmont"," CO"
"oSKAr the G'Rauch",992,0.085,69,167,"American IPA",16,"Oskar Blues Brewery","Longmont"," CO"
"Hula Hoppie Session IPA",1684,0.048,69,342,"American IPA",12,"Palisade Brewing Company","Palisade"," CO"
"Outlaw IPA",1048,0.062,65,308,"American IPA",12,"Payette Brewing Company","Garden City"," ID"
"Mound Builder IPA",2175,0.065,77,206,"American IPA",12,"People's Brewing Company","Lafayette"," IN"
"Amazon Princess IPA",2168,0.062,62,206,"American IPA",12,"People's Brewing Company","Lafayette"," IN"
"98 Problems (Cuz A Hop Ain't One)",2630,0.065,65,14,"American IPA",12,"Perrin Brewing Company","Comstock Park"," MI"
"Grapefruit IPA",2628,0.05,35,14,"American IPA",12,"Perrin Brewing Company","Comstock Park"," MI"
"Mind's Eye PA",1402,0.067,74,12,"American IPA",16,"Petoskey Brewing","Petoskey"," MI"
"Camelback",2312,0.061,60,158,"American IPA",12,"Phoenix Ale Brewery","Phoenix"," AZ"
"Elephant Rock IPA",1384,0.07,75,356,"American IPA",12,"Pikes Peak Brewing Company","Monument"," CO"
"Missouri Mule India Pale Ale",479,0.07,70,315,"American IPA",16,"Piney River Brewing Company","Bucryus"," MO"
"GreyBeardâ„¢ IPA",1760,0.069,51,325,"American IPA",12,"Pisgah Brewing Company","Black Mountain"," NC"
"PONTO S.I.P.A.",1589,0.045,69,371,"American IPA",16,"Pizza Port Brewing Company","Carlsbad"," CA"
"Swami's India Pale Ale",1191,0.068,69,371,"American IPA",16,"Pizza Port Brewing Company","Carlsbad"," CA"
"Ponderosa IPA",335,0.065,70,549,"American IPA",12,"Prescott Brewing Company","Prescott"," AZ"
"Gangway IPA",938,0.062,55,476,"American IPA",12,"Red Hare Brewing Company","Marietta"," GA"
"Pump House IPA",2515,0.055,45,69,"American IPA",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
"Long Hammer IPA",945,0.065,44,488,"American IPA",16,"Redhook Brewery","Woodinville"," WA"
"Long Hammer IPA",583,0.065,44,488,"American IPA",12,"Redhook Brewery","Woodinville"," WA"
"Redacted Rye IPA",1176,0.07,100,111,"American IPA",16,"Renegade Brewing Company","Denver"," CO"
"Ryeteous Rye IPA (2012)",636,0.07,100,111,"American IPA",16,"Renegade Brewing Company","Denver"," CO"
"Anti-Hero IPA",415,0.065,70,45,"American IPA",12,"Revolution Brewing Company","Chicago"," IL"
"Truth",1852,0.072,75,94,"American IPA",12,"Rhinegeist Brewery","Cincinnati"," OH"
"Lil SIPA",1771,0.05,55,322,"American IPA",16,"Rivertown Brewing Company","Lockland"," OH"
"Jah Mon",2579,0.05,100,44,"American IPA",12,"Rivertowne Brewing Company","Export"," PA"
"Dayman IPA",2048,0.05,69,44,"American IPA",12,"Rivertowne Brewing Company","Export"," PA"
"Old Wylie's IPA",1099,0.062,69,44,"American IPA",12,"Rivertowne Brewing Company","Export"," PA"
"Cornerstone IPA",158,0.07,69,230,"American IPA",16,"Rochester Mills Brewing Company","Rochester"," MI"
"RoughTail IPA",1576,0.07,80,377,"American IPA",16,"RoughTail Brewing Company","Midwest City"," OK"
"Kiss Off IPA",1782,0.063,69,165,"American IPA",12,"Round Guys Brewing","Lansdale"," PA"
"Saint Archer IPA",1867,0.068,66,289,"American IPA",12,"Saint Archer Brewery","San Diego"," CA"
"Hop Shock IPA",1071,0.07,85,31,"American IPA",12,"SanTan Brewing Company","Chandler"," AZ"
"Hop Shock IPA (2010)",317,0.07,85,31,"American IPA",12,"SanTan Brewing Company","Chandler"," AZ"
"Happy Camper IPA",217,0.066,69,393,"American IPA",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"Schlafly IPA",1078,0.045,30,429,"American IPA",12,"Schlafly Brewing Company","Saint Louis"," MO"
"Blur India Pale Ale",1302,0.074,60,433,"American IPA",12,"Seabright Brewery","Santa Cruz"," CA"
"Frankenlou's IPA",918,0.07,105,495,"American IPA",16,"Seven Brides Brewery","Silverton"," OR"
"Golden Ratio IPA",1765,0.07,68,184,"American IPA",16,"Seventh Son Brewing Company","Columbus"," OH"
"Monkey Fist IPA",1539,0.069,65,386,"American IPA",12,"Shipyard Brewing Company","Portland"," ME"
"Torpedo",2239,0.072,65,84,"American IPA",12,"Sierra Nevada Brewing Company","Chico"," CA"
"Torpedo",426,0.072,65,84,"American IPA",16,"Sierra Nevada Brewing Company","Chico"," CA"
"Ice Pick Ale",160,0.068,69,552,"American IPA",12,"Silverton Brewery","Silverton"," CO"
"Bengali",2090,0.065,62,47,"American IPA",24,"Sixpoint Craft Ales","Brooklyn"," NY"
"Autumnation (2013)",1591,0.067,74,47,"American IPA",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"Bengali Tiger",1385,0.064,62,47,"American IPA",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"Bengali Tiger (2011)",422,0.064,62,47,"American IPA",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"Rudie Session IPA",1942,0.045,69,265,"American IPA",12,"Ska Brewing Company","Durango"," CO"
"Modus Hoperandi",1521,0.068,65,265,"American IPA",12,"Ska Brewing Company","Durango"," CO"
"Modus Hoperandi",67,0.068,65,265,"American IPA",12,"Ska Brewing Company","Durango"," CO"
"Initial Point India Pale Ale",1609,0.071,92,314,"American IPA",12,"Slanted Rock Brewing Company","Meridian"," ID"
"Homefront IPA",2305,0.06,70,164,"American IPA",12,"Sly Fox Brewing Company","Phoenixville"," PA"
"360Â° India Pale Ale",1211,0.062,69,372,"American IPA",12,"Sly Fox Brewing Company","Pottstown"," PA"
"113 IPA",24,0.07,113,372,"American IPA",12,"Sly Fox Brewing Company","Pottstown"," PA"
"Rule G IPA",2407,0.07,88,116,"American IPA",12,"Smartmouth Brewing Company","Norfolk"," VA"
"Pakoâ€™s EyePA",393,0.068,60,192,"American IPA",12,"Snake River Brewing Company","Jackson"," WY"
"Dagger Falls IPA",1596,0.063,100,310,"American IPA",12,"Sockeye Brewing Company","Boise"," ID"
"Dagger Falls IPA",1595,0.063,100,310,"American IPA",12,"Sockeye Brewing Company","Boise"," ID"
"Dagger Falls IPA",879,0.063,100,310,"American IPA",12,"Sockeye Brewing Company","Boise"," ID"
"Texas Pale Ale (TPA)",1971,0.055,40,258,"American IPA",16,"South Austin Brewery","South Austin"," TX"
"Nice Rack IPA",1282,0.055,65,437,"American IPA",16,"Southern Oregon Brewing Company","Medford"," OR"
"2014 IPA Cicada Series",2362,0.075,72,134,"American IPA",16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"Sinister Minister Black IPA",2346,0.077,65,134,"American IPA",16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"Baby Daddy Session IPA",2486,0.047,35,79,"American IPA",12,"Speakasy Ales & Lagers","San Francisco"," CA"
"Spiteful IPA",1819,0.062,69,176,"American IPA",12,"Spiteful Brewing Company","Chicago"," IL"
"Northern Lights India Pale Ale",1205,0.065,52,384,"American IPA",16,"Starr Hill Brewery","Crozet"," VA"
"Northern Lights India Pale Ale",368,0.065,52,384,"American IPA",12,"Starr Hill Brewery","Crozet"," VA"
"Third Eye Pale Ale",90,0.065,65,120,"American IPA",12,"Steamworks Brewing Company","Durango"," CO"
"Beyond The Pale IPA",2150,0.063,64,132,"American IPA",12,"Stevens Point Brewery","Stevens Point"," WI"
"Monkeynaut IPA",637,0.072,70,413,"American IPA",12,"Straight to Ale","Huntsville"," AL"
"Fistful Of Hops Red",2001,0.064,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis"," IN"
"Fistful of Hops Orange",2000,0.063,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis"," IN"
"Fistful Of Hops Blue",1999,0.064,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis"," IN"
"Fistful of Hops Green",1996,0.064,75,26,"American IPA",16,"Sun King Brewing Company","Indianapolis"," IN"
"Grapefruit Jungle (GFJ)",1420,0.075,77,26,"American IPA",16,"Sun King Brewing Company","Indianapolis"," IN"
"Grapefruit Jungle (GFJ) (2011)",532,0.075,77,26,"American IPA",16,"Sun King Brewing Company","Indianapolis"," IN"
"Red Clay IPA",1206,0.07,69,456,"American IPA",12,"Sunken City Brewing Company","Hardy"," VA"
"Todd the Axe Man",2543,0.072,69,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Overrated! West Coast Style IPA",1112,0.073,69,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center"," MN"
"WET",329,0.075,90,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Furious",12,0.062,99,62,"American IPA",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Big Nose",1242,0.073,50,448,"American IPA",12,"Swamp Head Brewery","Gainesville"," FL"
"SweetWater IPA",1710,0.064,69,50,"American IPA",12,"SweetWater Brewing Company","Atlanta"," GA"
"TailGate IPA",663,0.05,44,450,"American IPA",24,"TailGate Beer","San Diego"," CA"
"TailGate IPA",662,0.05,44,450,"American IPA",12,"TailGate Beer","San Diego"," CA"
"Ethos IPA",1017,0.068,110,46,"American IPA",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Tallgrass IPA",101,0.063,60,46,"American IPA",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Hat Trick Hop IPA",1433,0.068,69,410,"American IPA",16,"Tamarack Brewing Company","Lakeside"," MT"
"Old Elephant Foot IPA",544,0.07,80,491,"American IPA",16,"Tampa Bay Brewing Company","Tampa"," FL"
"Reactor",2448,0.07,69,8,"American IPA",16,"Tapistry Brewing","Bridgman"," MI"
"Tempter IPA",827,0.064,69,481,"American IPA",12,"Telluride Brewing Company","Telluride"," CO"
"Focal Banger",1810,0.07,69,273,"American IPA",16,"The Alchemist","Waterbury"," VT"
"Indian Paintbrush IPA",1199,0.07,75,458,"American IPA",12,"The Black Tooth Brewing Company","Sheridan"," WY"
"South Bay Session IPA",2034,0.05,69,34,"American IPA",16,"The Dudes' Brewing Company","Torrance"," CA"
"Just IPA",1749,0.046,45,329,"American IPA",12,"The Just Beer Project","Burlington"," VT"
"Hoodoo Voodoo IPA",2316,0.062,82,154,"American IPA",12,"Three Creeks Brewing","Sisters"," OR"
"40 Mile IPA",1912,0.06,50,274,"American IPA",12,"Three Notch'd Brewing Company","Charlottesville"," VA"
"Cropduster Mid-American IPA",1222,0.065,69,283,"American IPA",12,"Thunderhead Brewing Company","Kearney"," NE"
"Alloy",951,0.058,36,18,"American IPA",16,"Tin Man Brewing Company","Evansville"," IN"
"Juke Joint IPA",1755,0.07,60,153,"American IPA",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"IPA & a Half",1856,0.073,87,292,"American IPA",12,"Tommyknocker Brewery","Idaho Springs"," CO"
"Preservation IPA",1026,0.068,69,475,"American IPA",16,"Tonka Beer Company","Minnetonka"," MN"
"Almanac IPA",1938,0.062,72,266,"American IPA",12,"Tractor Brewing Company","Albuquerque"," NM"
"Triangle India Pale Ale",594,0.057,69,525,"American IPA",12,"Triangle Brewing Company","Durham"," NC"
"Perpetual IPA",1509,0.075,85,98,"American IPA",12,"Tröegs Brewing Company","Hershey"," PA"
"Hoppy Boy",641,0.062,65,521,"American IPA",16,"Twisted Pine Brewing Company","Boulder"," CO"
"Chupahopra",2458,0.075,63,39,"American IPA",12,"Twisted X Brewing Company","Dripping Springs"," TX"
"Day Hike Session",2235,0.041,41,191,"American IPA",12,"Two Beers Brewing Company","Seattle"," WA"
"Trailhead ISA",1661,0.048,48,191,"American IPA",12,"Two Beers Brewing Company","Seattle"," WA"
"Evo IPA",1659,0.062,70,191,"American IPA",12,"Two Beers Brewing Company","Seattle"," WA"
